,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,df_pay
16665,200000,1,2,1,45,0,0,0,0,0,0,98974,31707,2114,10000,31727,44626,18,2124,9844,0
16666,50000,1,3,2,39,0,0,0,0,0,0,238,48257,48828,0,48799,1773,1711,1785,1745,1
16667,20000,1,2,1,32,1,2,2,2,2,0,17913,20353,19445,0,3309,381,0,389,890,1
16668,60000,1,2,1,44,0,0,0,0,0,0,59331,53898,55263,2000,2000,1962,1974,2159,2100,0
16669,200000,1,1,2,26,0,0,0,0,0,0,16000,0,-1108,0,0,0,0,40,84628,0
16670,20000,1,2,1,27,0,0,0,0,0,0,16203,0,0,2000,0,0,0,0,0,0
16671,440000,1,3,1,35,0,0,0,0,0,0,13754,11613,23600,2017,3000,3019,5011,23748,13633,0
16672,100000,1,1,2,34,0,2,2,0,0,0,772,-8,0,0,8,2570,0,0,0,0
16673,100000,1,2,2,38,0,0,0,0,0,0,95933,97240,97574,4499,4578,4606,3817,3998,3695,0
16674,100000,1,2,1,48,0,0,2,2,2,2,11574,16045,17733,3500,2000,1000,0,2000,0,0
16675,230000,1,3,1,46,0,0,0,0,0,0,1313,1258,1100,1421,1264,2577,0,1105,0,0
16676,50000,1,1,2,37,0,0,0,0,0,0,13191,17097,22577,2000,3000,1700,3000,2500,5000,0
16677,50000,1,2,1,32,0,0,0,0,0,0,42163,27396,17634,1472,1500,1282,618,640,644,0
16678,30000,1,2,1,41,1,2,0,0,0,0,14110,14309,15950,0,1244,1255,709,578,741,0
16679,140000,1,2,2,32,1,2,2,2,2,3,67923,67734,75757,3200,0,6500,4000,2000,3000,1
16680,60000,1,3,2,43,0,0,0,0,0,0,55800,43077,20395,1782,1850,1318,5822,794,2000,0
16681,50000,1,3,1,41,1,2,2,2,0,0,26915,29261,27655,0,3500,0,1100,1100,2000,0
16682,350000,1,2,2,36,0,0,0,0,0,0,249663,232382,210897,8026,9503,9015,7511,8011,7361,0
16683,20000,1,3,1,44,2,2,2,2,2,0,11623,12943,15494,1300,1000,2700,0,850,850,1
16684,20000,1,2,2,30,0,0,0,0,0,0,16320,15491,0,1238,1392,1200,329,0,0,0
16685,50000,1,2,2,36,0,0,2,2,0,0,46712,49400,0,5000,0,2000,0,0,0,0
16686,20000,1,2,1,41,1,2,2,2,0,0,19951,20526,6000,0,2976,0,500,120,780,1
16687,110000,1,3,1,34,0,0,0,0,0,0,23751,26351,28597,1717,2000,2000,1500,2000,5000,0
16688,200000,1,1,1,44,0,2,2,0,0,0,655,-125,-905,0,0,0,0,0,0,1
16689,260000,1,2,1,46,2,2,2,2,2,2,82683,86472,90355,4000,4300,3000,3700,3400,3600,1
16690,150000,1,2,1,36,2,2,0,0,0,0,88655,88931,105240,0,4000,5000,12000,4000,6000,1
16691,50000,1,2,2,33,0,0,0,0,0,0,23142,30610,17195,5494,3202,3502,3200,2500,3000,0
16692,150000,1,2,2,35,0,0,0,0,0,0,13059,18301,2144,11526,18305,15861,2744,0,19682,0
16693,250000,1,1,2,35,2,2,2,2,2,2,153798,160658,186838,15000,0,24000,7000,7000,6700,1
16694,50000,1,4,2,49,0,0,0,0,0,0,36869,28040,9788,1615,2507,10814,344,359,401,0
16695,50000,1,2,1,47,0,0,0,0,0,0,38830,30260,19192,1600,8820,1293,820,700,689,0
16696,50000,1,3,3,44,2,2,2,3,2,2,41755,44084,46078,0,3949,1700,1200,2000,2000,0
16697,80000,1,3,2,40,1,2,2,2,2,2,81053,82698,51303,300,6200,2139,0,4000,0,0
16698,20000,1,3,1,49,0,0,0,0,0,0,11572,14375,16560,2820,4000,1200,5000,10000,0,0
16699,220000,1,2,1,47,2,4,3,2,2,2,233756,197022,179703,3000,0,6000,0,14004,0,1
16700,120000,1,3,1,39,0,2,2,0,0,3,12190,12591,21432,1400,0,5000,5000,0,0,1
16701,200000,1,3,2,39,0,0,0,0,0,0,84184,94901,85659,16000,5013,5024,10000,5000,10000,0
16702,30000,1,3,1,47,0,0,0,0,0,0,118587,91157,29774,6624,3000,31959,1052,1062,1114,0
16703,50000,1,2,2,43,0,0,0,0,0,0,50756,49465,9037,1934,1917,2500,500,500,1000,0
16704,50000,1,3,2,42,2,0,0,0,0,2,4864,6898,8397,1252,1274,1286,1057,0,306,0
16705,230000,1,2,1,45,0,0,0,0,0,0,42770,16740,2269,2000,1347,3078,1509,9000,8000,0
16706,280000,1,2,2,33,0,0,0,0,0,0,265120,223383,168295,9104,9401,6001,6001,6201,6201,0
16707,70000,1,1,2,43,0,0,0,0,0,0,68228,67454,37426,2378,2600,2613,1500,1500,1500,0
16708,120000,1,2,1,40,0,0,0,0,0,0,112123,117684,0,4089,5179,2543,1176,0,0,0
16709,170000,1,1,2,39,0,0,0,0,0,0,138811,136893,102054,5505,4849,4614,4600,3704,4506,0
16710,30000,1,3,1,41,1,2,2,0,0,0,17301,17437,19210,1295,0,1306,673,698,1547,0
16711,20000,1,2,1,33,0,0,0,2,2,0,18706,19509,0,1275,3081,0,0,0,0,1
16712,20000,1,3,2,35,0,0,0,0,0,0,16500,18181,17996,1281,1450,1600,382,383,345,0
16713,220000,1,1,2,39,3,2,0,0,0,2,184140,189680,205477,7500,7100,7203,15000,3500,4500,1
16714,50000,1,2,2,44,0,0,0,0,0,0,20995,22300,0,3000,3007,1000,1290,0,0,0
16715,300000,1,4,1,46,0,0,0,0,0,0,289299,300153,2497,15000,13274,1010,185,2497,2497,0
16716,430000,1,2,2,29,0,0,0,0,0,0,1442,0,0,3058,0,980,0,0,1030,0
16717,30000,1,2,1,36,0,2,0,0,0,0,1226,390,0,0,390,390,390,0,780,1
16718,20000,1,3,3,46,0,0,0,0,0,0,14075,17264,0,2000,2000,1500,500,0,0,0
16719,210000,1,1,1,40,0,0,0,0,0,0,119752,108857,95788,10030,6053,10036,6027,10028,10030,0
16720,80000,1,2,1,31,0,0,0,0,0,0,47464,50538,27873,3000,2000,29000,2004,2000,2000,1
16721,30000,1,3,2,31,0,0,0,0,0,0,28275,27821,28001,2000,2000,2000,2014,2000,2000,0
16722,220000,1,1,1,47,2,2,2,0,0,0,165665,162360,84959,2008,6000,6000,4000,2852,9000,1
16723,80000,1,2,2,32,0,0,0,0,0,0,22753,23466,22082,3000,3000,3000,4500,830,2000,0
16724,480000,1,2,1,31,0,0,0,0,0,0,55346,58883,56931,4000,3000,3000,3000,3000,3000,0
16725,150000,1,1,2,33,0,0,0,0,0,0,94020,63176,32061,3040,5000,10116,5000,6000,3000,0
16726,60000,1,3,1,31,1,2,0,0,0,0,36243,35320,0,0,1027,0,0,0,0,0
16727,80000,1,2,2,33,2,2,0,0,0,0,24928,25832,31879,0,2000,2000,3000,2600,0,1
16728,50000,1,2,1,32,0,0,0,0,0,0,46827,49550,19116,2084,2500,1135,497,514,335,0
16729,50000,1,3,2,34,1,2,2,2,2,2,33776,33988,36191,1900,0,3200,1500,0,3000,1
16730,180000,1,3,1,42,0,0,0,0,0,0,177027,172514,125456,7003,6500,7507,4500,5000,5000,0
16731,100000,1,2,1,39,0,0,0,0,0,0,10603,12460,0,1315,1040,0,0,0,0,1
16732,240000,1,3,1,42,2,2,2,2,2,2,259511,245397,195913,11000,0,12300,14288,0,6887,0
16733,50000,1,3,1,49,0,0,0,0,0,0,49331,47446,32230,2000,3030,4000,2000,2800,2936,1
16734,20000,1,3,1,40,0,0,0,0,0,0,8151,10858,13742,1153,2000,2000,1000,800,1000,0
16735,50000,1,2,1,30,0,0,0,0,0,0,48591,50135,19374,12000,13000,5000,4010,6000,3000,0
16736,200000,1,2,1,31,0,0,0,0,0,0,6926,642,0,1747,642,0,0,0,500,0
16737,180000,1,2,2,32,0,0,0,0,0,0,22832,11988,0,1429,1000,0,0,0,0,0
16738,320000,1,1,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16739,200000,1,3,2,48,0,0,0,0,0,0,87035,67675,14343,2915,2646,2208,12503,14869,0,0
16740,20000,1,2,2,41,0,0,0,2,2,0,10142,13940,15337,1200,3250,1340,0,1500,5000,1
16741,200000,1,1,2,38,0,0,0,0,0,0,5607,316,100,0,316,499,672,100,0,0
16742,20000,1,3,2,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16743,50000,1,2,2,39,1,3,2,2,2,2,50180,48935,17175,0,1266,0,2301,0,748,0
16744,50000,1,2,2,25,0,0,0,0,0,0,50479,48735,18872,1649,11890,1367,668,675,673,1
16745,80000,1,2,1,43,0,0,0,0,0,0,44620,40350,31650,1582,15350,1491,3459,1650,9028,0
16746,180000,1,1,2,33,0,0,0,0,0,0,48252,20027,-42,9024,1104,15000,14958,0,0,0
16747,80000,1,3,1,42,0,0,0,0,0,0,-1590,-10922,-24920,4666,4666,4666,4666,266,0,0
16748,150000,1,2,2,36,2,3,2,2,2,2,87021,88909,93241,2000,4500,3800,3400,3500,3900,0
16749,20000,1,2,2,37,0,0,0,0,0,0,830,17840,18167,17597,1332,1134,1000,2000,0,0
16750,300000,1,1,1,42,0,0,0,0,0,0,1653,0,0,1734,0,0,0,0,0,0
16751,30000,1,2,2,35,1,3,3,2,0,0,25601,26185,27179,2000,0,0,1000,2000,1000,0
16752,140000,1,2,1,49,0,0,0,0,0,0,35815,37344,38519,1590,1926,1911,1500,1541,1559,0
16753,80000,1,1,1,36,1,2,3,2,0,0,8415,9979,1261,2181,0,0,1261,1261,1261,1
16754,20000,1,2,1,45,0,0,0,0,0,0,13243,12372,0,1500,5017,0,0,800,0,0
16755,70000,1,2,1,35,0,0,0,0,0,0,69388,66646,50679,3439,3237,4938,1693,5000,2200,1
16756,320000,1,2,2,36,0,0,0,0,0,0,318022,150062,106541,10810,4746,4241,3275,3265,2865,0
16757,80000,1,2,1,46,0,0,0,2,0,0,31290,390,390,780,390,0,1560,0,390,0
16758,50000,1,2,1,33,0,0,0,0,0,0,28086,25692,18995,1500,2000,1410,1000,1000,1000,0
16759,80000,1,2,1,41,0,0,0,0,0,0,15824,9994,6275,2000,2000,4000,1000,1000,1000,0
16760,110000,1,3,2,38,0,0,0,0,0,0,52708,51166,40909,2469,2119,1857,1418,1390,1408,0
16761,50000,1,2,1,45,0,0,0,0,0,0,49573,49085,18930,2245,1652,1497,10580,685,704,0
16762,50000,1,3,1,42,2,0,0,2,0,0,10343,15061,18000,2000,3100,0,2000,2000,0,1
16763,20000,1,2,1,38,0,0,0,0,0,0,14966,17012,18738,1565,1299,1279,637,663,1469,0
16764,120000,1,1,1,42,2,2,0,0,2,0,63598,64373,72997,0,4000,6500,0,6639,4000,0
16765,30000,1,2,2,37,0,0,0,0,0,0,23422,25463,28760,1397,1435,1425,959,2201,1200,0
16766,50000,1,2,3,34,0,0,0,0,0,0,8603,8742,0,1200,1141,1006,0,0,0,0
16767,100000,1,3,2,35,1,2,0,0,0,0,23704,21818,1261,0,2000,1261,1261,1261,1651,1
16768,50000,1,2,2,35,3,2,2,2,2,0,150,150,805,0,0,0,0,805,43340,0
16769,30000,1,2,2,34,0,0,0,0,0,0,17803,19500,0,1626,1000,0,0,0,0,0
16770,40000,1,2,1,38,3,2,0,0,2,0,38291,38180,39860,0,1706,3050,0,1565,1278,1
16771,190000,1,2,1,39,2,2,2,2,0,0,166611,172122,174937,7820,6100,0,6127,6503,6500,1
16772,10000,1,3,1,39,1,2,0,0,0,0,10866,9212,9334,0,1201,1062,254,288,365,1
16773,50000,1,3,1,43,0,0,0,0,0,0,50444,49921,20277,2000,2050,1641,1000,1000,1000,0
16774,20000,1,2,2,34,0,0,0,2,0,0,17676,18740,19315,2000,2500,1000,1000,1000,2000,0
16775,120000,1,3,2,37,0,0,0,0,0,0,2284,1371,2650,2007,1371,4639,360,2650,1947,0
16776,50000,1,3,2,43,0,0,0,0,0,0,50517,42674,18230,2015,1882,2119,45800,662,1000,0
16777,310000,1,1,2,31,0,0,0,0,0,0,279711,271746,182994,10143,24932,10440,6265,6275,5830,0
16778,240000,1,3,2,45,1,2,0,0,0,0,221341,207403,188968,7000,7500,7300,7000,7000,5869,0
16779,50000,1,2,1,47,1,0,2,2,0,0,-658,25600,0,47000,0,0,20400,0,0,1
16780,210000,1,1,2,40,0,0,0,0,0,0,1535,179,1326,2652,179,1326,1326,1326,4182,1
16781,60000,1,2,1,31,1,2,2,2,0,0,16253,18440,22102,0,3000,0,1000,5000,1000,0
16782,20000,1,2,2,31,0,0,0,0,2,2,13192,15237,16110,1230,1265,2192,694,0,3134,1
16783,50000,1,2,2,43,0,0,0,0,0,0,50785,50981,38816,3000,4414,1500,1042,2000,0,1
16784,30000,1,2,2,39,0,0,0,0,0,0,24065,26257,10493,2005,2000,2000,2000,1000,1000,1
16785,60000,1,1,2,29,1,2,2,0,0,2,43434,43222,47369,2100,0,1708,4000,2000,1903,1
16786,90000,1,2,2,29,0,0,0,0,0,0,70559,0,0,3000,0,0,0,0,0,0
16787,30000,1,2,1,32,0,0,0,0,0,2,12452,14420,16973,1500,1500,2000,2000,0,3600,1
16788,30000,1,2,2,37,3,2,2,7,7,7,2379,2379,2379,0,0,0,0,0,0,1
16789,220000,1,3,1,39,2,2,2,2,2,2,175808,183039,191837,8000,8000,7000,7000,7000,0,1
16790,250000,1,4,1,39,0,0,0,0,0,0,14310,0,0,3700,0,0,0,0,0,0
16791,450000,1,1,1,42,0,0,0,0,0,0,2549,2499,11071,20449,2499,2499,0,11071,780,0
16792,30000,1,2,2,34,2,0,0,4,3,2,18402,24633,22779,2000,5500,0,0,0,3400,0
16793,220000,1,2,1,37,0,0,0,0,0,0,13429,17922,24392,2500,2500,2500,2500,2500,2500,0
16794,300000,1,1,2,30,0,0,0,0,0,0,901,901,66,901,901,1075,0,66,66,0
16795,500000,1,2,2,30,0,0,0,0,0,0,135634,133712,69514,5034,6000,5355,3500,2513,5000,0
16796,20000,1,2,2,34,1,2,0,0,0,0,15095,12607,0,0,6000,5000,3000,0,0,0
16797,110000,1,2,2,32,0,0,0,0,0,0,42015,29059,-1961,1575,1377,1007,0,0,66296,0
16798,10000,1,3,1,41,1,4,3,2,0,0,10711,10092,9900,0,0,0,302,0,0,0
16799,20000,1,2,2,47,1,2,2,2,0,0,8557,11127,11840,0,3000,0,1000,1000,1900,1
16800,230000,1,2,1,34,0,0,0,0,0,0,1344,2190,2993,0,2196,3485,1796,3002,2601,0
16801,20000,1,2,2,35,1,2,2,2,2,2,15668,17976,20712,0,3108,1700,0,3500,0,1
16802,50000,1,2,1,38,0,0,0,0,0,0,1930,6270,3488,305,6270,6396,2200,3488,0,0
16803,200000,1,1,2,40,0,0,0,0,0,0,66052,70825,76996,3800,3300,4000,2600,3000,3000,0
16804,80000,1,2,1,37,1,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0
16805,50000,1,3,2,43,0,0,0,0,0,0,4166,4216,4166,4166,4216,4116,4166,4166,4166,0
16806,50000,1,2,1,49,1,2,0,0,0,0,16747,17912,25302,0,2000,2000,2000,5000,0,1
16807,110000,1,1,2,29,0,0,0,0,0,0,110721,105199,45093,3938,5720,3078,2000,2000,2000,1
16808,110000,1,2,1,38,0,0,0,0,0,0,42617,42214,40385,1678,2023,1574,1375,1468,1649,0
16809,220000,1,2,1,36,0,0,0,0,0,0,87431,110700,85500,50005,20010,2481,20000,55827,34675,0
16810,140000,1,3,1,38,0,0,0,0,0,0,138329,136377,94665,6806,4744,4546,3672,3602,4006,0
16811,50000,1,2,2,43,0,0,0,0,0,0,34326,3552,0,3000,3505,0,0,0,0,0
16812,100000,1,2,1,40,2,2,2,2,2,0,70762,74489,78404,0,6600,6000,0,3000,3100,1
16813,20000,1,1,2,38,0,0,0,0,0,0,15255,16842,20540,5006,4015,2006,7137,18000,202,1
16814,50000,1,3,2,32,0,0,0,0,0,0,49760,48516,19514,2189,1600,1600,700,700,857,1
16815,40000,1,2,2,33,0,0,0,0,0,0,23330,0,0,0,0,0,0,0,0,0
16816,180000,1,2,1,34,0,0,0,0,0,0,13067,3439,1516,6170,3444,1193,381,1516,542,0
16817,80000,1,3,2,34,0,0,0,0,0,0,45876,47967,50031,1752,2154,1991,1811,1742,2000,0
16818,30000,1,2,2,34,0,0,0,0,0,0,26774,29248,14793,2000,1694,1200,8697,2000,1000,0
16819,230000,1,2,1,35,0,0,0,0,0,0,30798,2425,2425,1000,2425,2425,3850,1000,15244,0
16820,20000,1,4,2,41,0,0,0,2,0,0,20101,20221,0,1318,1973,1000,600,0,0,0
16821,350000,1,3,1,44,0,0,0,0,0,0,2161,3301,684,7426,3306,4301,15,684,2713,0
16822,20000,1,2,1,38,1,2,2,2,2,2,9599,11813,11799,0,2676,0,1000,0,582,0
16823,130000,1,2,2,36,0,0,0,0,0,0,91016,19802,45718,1848,1394,1015,99,47657,1681,0
16824,50000,1,2,1,37,0,0,0,0,0,0,47832,48272,27823,2000,3000,2000,1000,2000,2000,1
16825,100000,1,2,2,44,0,0,0,0,0,0,20439,2456,110,1068,1007,1741,1646,100,0,1
16826,20000,1,2,1,40,0,0,0,2,0,0,12129,14810,16308,1300,2100,1000,1000,1000,1000,1
16827,150000,1,1,1,43,0,0,0,0,0,0,1000,0,1000,0,0,1522,5014,1406,0,0
16828,230000,1,2,1,46,0,0,0,0,0,0,117255,109794,109230,5400,5505,5505,4000,4500,5000,0
16829,470000,1,1,1,38,0,0,0,0,0,0,33277,38423,46980,1869,5000,162546,5783,1689,1977,1
16830,50000,1,2,1,46,0,0,0,0,0,0,43719,41245,20391,1700,1924,2015,1000,663,10000,0
16831,120000,1,3,1,49,0,0,0,0,0,0,119440,2290,4600,3844,2299,780,8190,4600,1081,1
16832,20000,1,2,1,43,2,2,2,2,0,0,17233,20035,14366,2000,2000,0,1000,500,1950,1
16833,10000,1,2,1,45,1,2,2,2,2,0,7953,8876,8842,1500,0,1500,0,3000,2000,0
16834,50000,1,1,2,29,2,2,2,0,0,0,7881,3997,0,3000,0,1000,0,0,0,1
16835,360000,1,1,2,30,0,0,0,0,0,0,1246,387,0,17328,388,779,814,0,0,0
16836,100000,1,4,1,38,0,0,0,0,0,0,101330,100733,96631,3824,4311,3648,3370,3492,3614,0
16837,170000,1,1,2,36,0,0,0,0,0,0,8433,7567,576,644,7567,0,499,576,0,0
16838,30000,1,2,2,43,2,2,2,2,2,2,14697,16770,19097,3200,0,2300,0,1500,0,1
16839,230000,1,1,1,37,1,0,0,2,0,0,0,5056,1900,2062,3050,0,3700,0,2436,1
16840,150000,1,1,2,35,0,0,0,0,0,0,114997,121362,98890,4884,5100,6000,3142,3300,3323,0
16841,260000,1,2,2,37,0,0,0,0,0,0,3000,-850,-832,150,0,1000,0,0,0,0
16842,80000,1,3,1,48,0,0,0,0,0,0,76288,67528,57532,3003,2403,3003,3001,2401,3109,0
16843,20000,1,2,2,43,0,0,0,0,0,0,19656,16263,18413,1300,2600,1300,700,1000,700,0
16844,240000,1,1,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16845,50000,1,2,1,40,1,2,0,0,0,0,49039,49235,17634,0,2058,1400,762,1000,650,1
16846,50000,1,1,2,45,0,0,0,0,0,0,42931,43809,20210,6004,1805,1255,1003,1111,3002,0
16847,100000,1,2,2,45,2,2,2,2,0,0,65781,59478,49113,0,4817,6,1700,3650,0,1
16848,20000,1,3,2,40,0,0,0,0,0,0,16884,19078,0,1291,1478,1200,400,0,0,0
16849,150000,1,1,1,41,2,2,2,2,0,0,116699,124745,132252,0,14779,0,5000,10000,5000,1
16850,230000,1,2,3,37,0,0,0,0,0,0,11770,20474,1056,10000,5000,16492,0,1056,326,0
16851,20000,1,2,1,45,0,0,0,0,0,0,19473,16749,7370,1896,1417,1206,284,147,4937,0
16852,390000,1,2,2,33,0,0,0,0,0,0,30209,31440,28131,1804,2561,8122,11000,20015,1002,0
16853,80000,1,2,1,36,3,2,2,4,4,3,600,600,300,0,0,0,0,0,0,1
16854,270000,1,1,2,35,1,0,0,0,0,0,-12,-12,-12,0,0,0,0,0,0,0
16855,20000,1,2,1,37,0,0,0,0,0,0,15429,17584,8190,1270,1418,1000,3144,0,0,0
16856,150000,1,2,1,45,2,3,3,2,0,0,152180,155368,105967,9500,2000,0,8000,9000,15000,0
16857,50000,1,1,2,36,0,0,0,0,0,0,49750,47892,49160,2100,2000,2500,2413,2000,1987,0
16858,160000,1,1,1,47,1,2,2,2,2,3,58706,59875,64074,0,3200,3000,5000,0,3000,1
16859,360000,1,1,2,33,0,0,0,0,0,0,714,-68,-2,7,0,0,4200,48,5500,0
16860,150000,1,3,1,40,0,0,0,0,0,0,121544,126733,134808,5000,4533,5000,3724,3829,3900,0
16861,500000,1,1,1,46,0,0,0,0,0,0,11471,14245,18255,2000,1500,1219,6000,1000,1000,0
16862,220000,1,1,1,35,0,0,0,0,0,0,753,762,1364,6220,762,5806,0,1364,500,1
16863,280000,1,1,1,46,1,0,0,0,0,0,0,26330,4898,0,26330,6880,797,4898,3680,1
16864,30000,1,1,2,38,1,2,0,0,0,0,96258,71904,46231,0,4000,5000,8000,1460,40000,0
16865,500000,1,3,2,36,0,0,0,0,0,0,9001,1409,9110,1702,1422,16281,20062,500,25070,0
16866,360000,1,2,1,40,0,0,0,0,0,0,0,0,0,256,0,425,1529,0,590,0
16867,400000,1,1,1,38,1,2,2,2,0,0,36838,16199,103569,65,3383,20,112679,3699,3567,0
16868,350000,1,2,1,43,0,0,0,0,0,0,6088,7763,11486,3436,7813,20604,2376,11493,13885,0
16869,20000,1,2,2,36,1,4,3,3,2,3,15557,16079,15930,0,1600,0,1500,0,0,1
16870,110000,1,2,1,36,1,2,0,0,0,0,112875,108418,61020,0,4308,3196,2536,2322,2001,0
16871,30000,1,3,2,31,1,3,2,0,0,0,31405,26860,22938,0,0,1646,762,2000,0,1
16872,20000,1,2,2,45,0,0,0,0,0,0,19856,20319,15463,1316,1458,1277,494,427,4000,1
16873,180000,1,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16874,140000,1,2,2,48,0,0,2,2,2,0,119965,124901,121343,8506,4706,9463,16,5002,10006,0
16875,300000,1,1,2,43,0,0,0,0,0,0,163,8534,19047,2508,8534,14378,4000,6550,0,0
16876,240000,1,3,2,41,0,0,0,0,0,0,218435,187258,147370,5778,17020,5268,4179,4903,4236,0
16877,160000,1,2,1,41,0,0,0,0,0,0,326,326,49326,1306,652,79652,0,49326,326,1
16878,500000,1,2,1,38,0,0,0,0,0,0,49201,49677,48268,30107,10026,7241,50091,25000,5078,0
16879,50000,1,2,1,45,0,0,0,0,0,0,50297,48030,29695,1939,1547,1464,1078,1225,1500,0
16880,50000,1,2,1,39,1,2,2,3,2,0,26094,29548,28772,0,4600,0,0,1200,1200,0
16881,100000,1,4,2,37,0,0,0,0,0,0,7642,0,0,0,0,0,0,0,0,0
16882,150000,1,2,2,38,0,0,0,0,0,0,6682,2178,621,2669,2184,1542,626,621,1591,0
16883,290000,1,1,1,36,1,0,0,0,0,0,0,568,17427,0,568,16166,1000,1000,1000,0
16884,20000,1,2,2,37,0,0,0,0,0,0,15612,17794,0,1577,1444,1200,500,0,0,1
16885,50000,1,2,1,33,0,0,0,0,0,0,49916,26443,10989,2000,2000,5000,1000,1000,0,0
16886,80000,1,2,1,39,0,0,0,0,0,0,37712,39750,43409,1626,1663,1684,2000,2000,2000,0
16887,140000,1,2,1,42,0,0,0,0,0,0,139227,123390,120570,4325,4558,6300,4221,4500,4600,0
16888,260000,1,2,2,33,0,0,0,0,0,0,19152,21693,416,5000,5000,5000,5000,416,566,0
16889,150000,1,1,2,37,2,2,2,2,2,2,36148,35985,40352,1600,0,3300,0,3200,1700,1
16890,300000,1,2,2,37,0,0,0,0,0,0,11669,63037,4803,27963,63354,1140,3939,4817,5692,0
16891,120000,1,1,2,33,1,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0
16892,90000,1,2,2,38,0,0,0,0,0,0,17621,19809,21736,1700,1700,1700,1000,1000,1000,0
16893,200000,1,1,1,42,0,0,0,0,0,0,-200,-200,0,0,0,0,2672,0,1862,0
16894,140000,1,1,2,32,0,0,0,0,2,0,46134,59395,61050,5890,9395,15000,0,5000,7086,1
16895,50000,1,2,1,45,1,2,0,0,0,0,49436,49140,20058,0,2065,1376,701,705,706,1
16896,200000,1,4,2,40,1,0,0,0,0,0,0,200,0,0,200,1000,0,0,0,0
16897,280000,1,1,2,33,0,0,0,0,0,0,167272,196314,204331,18000,18000,10000,20000,20000,20000,0
16898,430000,1,1,2,34,0,0,0,0,0,0,416678,434836,232668,16005,18016,16005,9005,9013,8010,0
16899,190000,1,3,1,34,0,0,0,0,0,0,187780,192232,193403,6781,7071,6744,6866,7203,7182,0
16900,50000,1,3,2,38,1,2,0,0,0,0,38811,35365,21842,0,2077,2000,2000,5000,0,0
16901,110000,1,2,2,40,0,0,0,0,0,0,106455,110937,42954,6000,5000,3814,2000,1600,1600,0
16902,20000,1,3,2,46,0,0,0,0,0,0,9784,12542,15281,1885,1838,1300,1000,1074,183,0
16903,100000,1,3,2,45,0,0,0,0,0,0,10380,72486,73187,72024,4028,6006,3018,3000,3008,0
16904,370000,1,1,2,37,0,0,0,0,0,0,12913,2070,29613,3409,2070,1895,2214,29613,535,0
16905,320000,1,4,2,36,0,0,0,0,0,0,2860,0,0,16021,0,0,0,0,0,0
16906,80000,1,1,1,33,0,0,0,0,0,0,45524,36217,27635,2000,10000,2000,6500,8000,5000,0
16907,100000,1,1,1,35,1,0,0,0,0,0,0,0,970,0,0,0,0,970,830,1
16908,180000,1,2,1,42,2,0,0,0,0,0,26883,28958,31274,1452,1526,1432,1200,1072,1326,1
16909,90000,1,3,1,46,0,0,0,0,0,0,91092,66730,24755,4000,3000,2000,638,2000,500,0
16910,170000,1,2,1,39,0,0,0,0,0,0,142509,125864,113685,5000,20000,6000,5000,5000,3000,0
16911,80000,1,2,1,50,0,0,0,0,0,0,72269,67150,35396,4000,3000,5000,37000,2000,2000,0
16912,20000,1,3,1,50,0,0,0,0,0,2,19657,17703,19866,1273,1321,1572,1200,700,400,0
16913,50000,1,2,2,60,0,0,0,0,0,0,51078,36384,9755,2013,2505,2100,500,500,500,0
16914,20000,1,2,2,50,1,2,3,2,2,3,10056,12086,12700,3000,0,0,1800,0,0,1
16915,390000,1,1,1,64,0,0,0,0,0,0,38383,38679,41320,1608,1647,1657,1440,1496,1518,0
16916,80000,1,3,1,59,0,0,0,0,0,0,78651,82036,81586,3454,3725,3722,3228,3281,3374,0
16917,350000,1,2,1,51,0,0,0,0,0,0,343842,355925,207743,15000,340000,20000,9000,8000,14000,0
16918,320000,1,1,1,51,0,0,0,0,0,0,483184,277482,249866,20373,13000,11160,8418,8325,8602,0
16919,50000,1,3,1,52,2,2,2,2,4,3,36428,38630,41357,2000,2000,4086,0,1500,1000,0
16920,260000,1,2,1,62,0,0,0,0,0,0,390,390,390,390,780,390,390,390,390,0
16921,200000,1,2,1,55,0,0,0,0,0,0,169287,178858,176920,6177,8982,6758,6257,6633,6115,0
16922,30000,1,2,1,49,0,0,2,0,0,0,390,578,-440,1936,0,340,0,0,0,1
16923,20000,1,2,2,55,0,0,0,0,0,2,7357,9301,10575,1290,1321,1460,1213,1,357,0
16924,320000,1,2,1,50,0,0,0,0,0,0,277884,288726,250870,10100,11422,11006,10011,9091,7026,0
16925,30000,1,3,3,52,1,2,2,3,2,2,23819,28066,29300,0,5637,0,1000,2332,0,1
16926,90000,1,3,2,50,0,0,0,0,0,0,80926,71616,45788,3451,3243,2390,1840,1690,1954,0
